strategy,symbol,side,entry,sl,tp2,time,outcome,result_r
S1,EURUSD,LONG,1.1559356451034546,1.1530588151593462,1.1616893049916714,2026-06-09 14:30:00+05:30,EXPIRED,-0.13927219542493569
S1,EURUSD,LONG,1.159151554107666,1.156080808920726,1.1652930444815461,2026-06-12 14:45:00+05:30,EXPIRED,-0.6115854729888619
S2,EURUSD,LONG,1.1781338453292847,1.1775944200420652,1.1792126959037237,2026-05-08 18:45:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1786893606185913,1.178202113758038,1.1796638543396978,2026-05-11 18:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1748120784759521,1.1752308082310616,1.1739746189657332,2026-05-12 13:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1743981838226318,1.1748543038670687,1.1734859437337581,2026-05-12 14:00:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1748120784759521,1.1752492923309708,1.173937650765915,2026-05-12 14:45:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1745359897613525,1.1749553407514512,1.1736972877811551,2026-05-12 16:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1748120784759521,1.1752622545384244,1.1739117263510077,2026-05-12 17:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1745359897613525,1.1750615421048616,1.1734848850743345,2026-05-12 18:30:00+05:30,TP2,2.0
S2,EURUSD,SHORT,1.172195553779602,1.1725220094598674,1.1715426424190714,2026-05-13 12:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1694538593292236,1.1698917752159341,1.1685780275558026,2026-05-14 19:00:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1683608293533325,1.1689305354318473,1.167221417196303,2026-05-14 20:15:00+05:30,TP2,2.0
S2,EURUSD,SHORT,1.1607661247253418,1.161342096500351,1.1596141811753236,2026-05-19 18:45:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1603620052337646,1.1610009314166265,1.159084152868041,2026-05-19 19:45:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.159151554107666,1.1595891796936906,1.158276302935617,2026-05-20 13:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1592857837677002,1.159686653547935,1.1584840442072304,2026-05-20 15:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1592857837677002,1.1597310650171127,1.1583952212688753,2026-05-20 19:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1582117080688477,1.158941127563231,1.1567528690800808,2026-05-21 19:00:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1627906560897827,1.163212076060477,1.1619478161483943,2026-05-26 19:15:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.164958119392395,1.1644103324273642,1.1660536933224566,2026-05-27 12:15:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1648223400115967,1.1642482708271138,1.1659704783805624,2026-05-27 13:30:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.164958119392395,1.1644238441288695,1.1660266699194461,2026-05-27 14:45:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1659088134765625,1.1652479014958461,1.1672306374379953,2026-05-27 17:45:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1648223400115967,1.1641023903229917,1.1662622393888067,2026-05-27 18:30:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.164958119392395,1.1642155370564815,1.166443284064222,2026-05-27 19:00:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1650937795639038,1.164322692989752,1.1666359527122072,2026-05-27 19:30:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.1675423383712769,1.1669192652925688,1.1687884845286929,2026-05-29 20:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1623852252960205,1.1629094230106047,1.161336829866852,2026-06-01 19:00:00+05:30,TP2,2.0
S2,EURUSD,SHORT,1.16225004196167,1.162795341090015,1.16115944370498,2026-06-01 21:30:00+05:30,SL,-1.0
S2,EURUSD,LONG,1.163873314857483,1.1634257854152752,1.1647683737418983,2026-06-04 16:30:00+05:30,TP2,2.0
S2,EURUSD,SHORT,1.1590172052383423,1.1596925413901027,1.1576665329348215,2026-06-05 18:15:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1587486267089844,1.1594982889303527,1.1572493022662478,2026-06-05 18:45:00+05:30,TP2,2.0
S2,EURUSD,LONG,1.1559356451034546,1.1555472620226221,1.1567124112651195,2026-06-09 14:30:00+05:30,TP2,2.0
S2,EURUSD,SHORT,1.1530035734176636,1.1534254234213115,1.1521598734103677,2026-06-11 15:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1528706550598145,1.1533861602670332,1.151839644645377,2026-06-11 17:45:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1531364917755127,1.1537987187252092,1.1518120378761196,2026-06-11 18:30:00+05:30,SL,-1.0
S2,EURUSD,SHORT,1.1526048183441162,1.1533177784837119,1.151178898064925,2026-06-11 19:30:00+05:30,TP2,2.0
S3,EURUSD,LONG,1.176747441291809,1.1757729344444996,1.1791837084100827,2026-05-07 12:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1774401664733887,1.176886603323214,1.1788240743488254,2026-05-07 14:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1774401664733887,1.1768875393227953,1.1788217343498721,2026-05-07 14:15:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.177024483680725,1.1765049476350316,1.178323323794959,2026-05-11 12:30:00+05:30,TP2,2.5000000000002136
S3,EURUSD,LONG,1.1631964445114136,1.1621392942000417,1.1658393202898432,2026-05-20 21:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.162520408630371,1.16213192317335,1.163491622272924,2026-05-20 21:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1626555919647217,1.1604542260570179,1.168159006733981,2026-05-21 13:30:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1633317470550537,1.1609827548807368,1.169204227490846,2026-05-21 13:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1626555919647217,1.160978773073721,1.1668476391922231,2026-05-21 14:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.162520408630371,1.160980876916419,1.1663692379152515,2026-05-21 14:15:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.163061261177063,1.1609799336989022,1.168264579872465,2026-05-21 14:30:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1615750789642334,1.1606037307329449,1.1640034495424547,2026-05-22 18:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1644154787063599,1.1638997708495704,1.1657047483483334,2026-05-25 13:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.164686679840088,1.1643131199491399,1.165620579567458,2026-05-25 14:15:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1645511388778687,1.1643146198360756,1.165142436482351,2026-05-25 14:30:00+05:30,TP2,2.4999999999995306
S3,EURUSD,LONG,1.1645511388778687,1.1643160125882304,1.1651389546019644,2026-05-25 14:45:00+05:30,TP2,2.5
S3,EURUSD,LONG,1.1648223400115967,1.1643173058580882,1.1660849253953678,2026-05-25 15:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.163873314857483,1.1632499590583556,1.165431704355301,2026-05-26 12:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1637378931045532,1.1632363951756568,1.1649916379267942,2026-05-26 12:45:00+05:30,SL,-1.0
S3,EURUSD,SHORT,1.163061261177063,1.1661808603000339,1.1552622633696359,2026-05-27 20:15:00+05:30,EXPIRED,-0.6080455021815747
S3,EURUSD,SHORT,1.1642799377441406,1.1649274277010437,1.1626612128518827,2026-06-02 19:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.164686679840088,1.1644358154680807,1.1653138407701058,2026-06-02 20:15:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.16225004196167,1.1614408246517658,1.1642730852364302,2026-06-04 14:30:00+05:30,TP2,2.5
S3,EURUSD,LONG,1.1623852252960205,1.161579565589813,1.1643993745615395,2026-06-04 14:45:00+05:30,TP2,2.5
S3,EURUSD,LONG,1.1629259586334229,1.1623886712204472,1.164269177165862,2026-06-04 15:15:00+05:30,TP2,2.5
S3,EURUSD,SHORT,1.1539349555969238,1.1547888790984098,1.1518001468432089,2026-06-08 19:45:00+05:30,SL,-1.0
S3,EURUSD,SHORT,1.1538017988204956,1.1547840261775033,1.1513462304279765,2026-06-08 20:00:00+05:30,SL,-1.0
S3,EURUSD,SHORT,1.1544678211212158,1.1547852317217637,1.153674294619846,2026-06-08 20:15:00+05:30,SL,-1.0
S3,EURUSD,SHORT,1.154334545135498,1.1547773535991628,1.1532275239763363,2026-06-08 21:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1555349826812744,1.154748013222089,1.1575024063292378,2026-06-11 12:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.157139539718628,1.1566061838249437,1.1584729294528384,2026-06-12 12:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1574074029922485,1.156452774627327,1.1597939739045524,2026-06-12 13:30:00+05:30,EXPIRED,-0.1402347102650032
S3,EURUSD,LONG,1.158077597618103,1.1568334763321952,1.1611879008328725,2026-06-12 13:45:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1582117080688477,1.157233136934594,1.1606581359044816,2026-06-12 14:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.158077597618103,1.1572340867741635,1.1601863747279517,2026-06-12 14:15:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.158077597618103,1.1572378476723924,1.1601769724823798,2026-06-12 14:30:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1590172052383423,1.1579016011612588,1.161806215431051,2026-06-12 15:00:00+05:30,SL,-1.0
S3,EURUSD,LONG,1.1588828563690186,1.1579026618283466,1.1613333427206984,2026-06-12 15:15:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1773016452789307,1.1751314863805231,1.1838121219741533,2026-05-07 13:45:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.177994966506958,1.1751324325781796,1.1865825682932933,2026-05-07 15:00:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1759172677993774,1.174459194660763,1.1802914872152208,2026-05-08 13:45:00+05:30,EXPIRED,0.8543721455491822
S4,EURUSD,LONG,1.1778563261032104,1.1768081506524262,1.1810008524555633,2026-05-11 13:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.1743981838226318,1.175731926256507,1.1703969565210066,2026-05-12 14:00:00+05:30,EXPIRED,2.5777060272842416
S4,EURUSD,SHORT,1.1716461181640625,1.1726785792004808,1.1685487350548076,2026-05-13 13:00:00+05:30,EXPIRED,-0.13301141323347884
S4,EURUSD,SHORT,1.1710972785949707,1.1722704605220549,1.1675777328137182,2026-05-14 13:15:00+05:30,TP2,3.0
S4,EURUSD,SHORT,1.1712344884872437,1.172266689700762,1.1681378848466883,2026-05-14 15:00:00+05:30,TP2,3.0
S4,EURUSD,SHORT,1.162520408630371,1.165198371196749,1.1544865209312372,2026-05-15 14:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.163061261177063,1.1640979440544763,1.159951212544823,2026-05-19 13:30:00+05:30,TP2,3.0
S4,EURUSD,SHORT,1.163061261177063,1.164102518765987,1.1599374884102909,2026-05-19 14:00:00+05:30,TP2,3.0
S4,EURUSD,SHORT,1.1598236560821533,1.16058294725424,1.1575457825658935,2026-05-20 13:00:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1626555919647217,1.1598401152559685,1.1711020220909811,2026-05-21 13:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.160496711730957,1.1612563285243882,1.1582178613506635,2026-05-22 14:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.160496711730957,1.1612583672739154,1.158211745102082,2026-05-22 15:45:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.164686679840088,1.1633989296365033,1.1685499304508418,2026-05-25 14:15:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1648223400115967,1.163401720242469,1.16908419931898,2026-05-25 15:00:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1641442775726318,1.1629915161797884,1.1676025617511623,2026-05-26 13:15:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.1640088558197021,1.1629845448345053,1.1670817887752927,2026-05-26 14:15:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.161440134048462,1.162204457269373,1.1591471643857285,2026-05-28 13:15:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.163873314857483,1.1657250579925795,1.158318085452193,2026-05-29 13:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.1615750789642334,1.1624632063147482,1.158910696912689,2026-06-03 13:30:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.160496711730957,1.1616532275536413,1.1570271642629042,2026-06-04 13:00:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.163602590560913,1.162592599953001,1.1666325623846496,2026-06-05 13:00:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.1516757011413574,1.153122973537627,1.1473338839525489,2026-06-08 14:00:00+05:30,SL,-1.0
S4,EURUSD,SHORT,1.1542012691497803,1.1558831622299535,1.1491555899092607,2026-06-11 13:45:00+05:30,SL,-1.0
S4,EURUSD,LONG,1.158077597618103,1.1564893765630773,1.1628422607831803,2026-06-12 13:45:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1764705181121826,1.1762929578862398,1.1768256385640683,2026-05-11 12:00:00+05:30,TP2,2.0
S5,EURUSD,SHORT,1.1716461181640625,1.1719279343205464,1.1710824858510946,2026-05-14 12:30:00+05:30,TP2,2.0
S5,EURUSD,LONG,1.1617100238800049,1.161223287068685,1.1626834975026448,2026-05-22 18:30:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1644154787063599,1.1641754774669868,1.164895481185106,2026-05-25 13:45:00+05:30,TP2,2.0
S5,EURUSD,LONG,1.1645511388778687,1.1643266634431466,1.1650000897473127,2026-05-25 19:45:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1641442775726318,1.1638488941030372,1.1647350445118212,2026-05-26 13:15:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1641442775726318,1.1638337738155766,1.1647652850867423,2026-05-26 14:30:00+05:30,TP2,2.0
S5,EURUSD,LONG,1.164958119392395,1.164656324504685,1.165561709167815,2026-05-29 17:00:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.164958119392395,1.1646781401494515,1.165518077878282,2026-05-29 19:45:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1653653383255005,1.1651612641684317,1.165773486639638,2026-06-01 17:45:00+05:30,SL,-1.0
S5,EURUSD,SHORT,1.1548677682876587,1.1551582946560621,1.1542867155508518,2026-06-10 16:30:00+05:30,TP2,2.0
S5,EURUSD,LONG,1.1576753854751587,1.1572882209545674,1.1584497145163413,2026-06-12 12:15:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1576753854751587,1.1572333611284735,1.158559434168529,2026-06-12 19:30:00+05:30,SL,-1.0
S5,EURUSD,LONG,1.1576753854751587,1.1572349397345858,1.1585562769563045,2026-06-12 20:00:00+05:30,SL,-1.0
S1,NAS100,LONG,29355.5,29049.327592988702,29967.844814022596,2026-05-13 13:00:00+05:30,EXPIRED,0.6524101957777966
S1,NAS100,SHORT,29228.0,29746.68392013369,28190.632159732617,2026-05-15 13:45:00+05:30,EXPIRED,0.04868089990815943
S1,NAS100,SHORT,29241.0,29746.985194072055,28229.02961185589,2026-05-15 14:30:00+05:30,EXPIRED,0.20059875504093494
S1,NAS100,SHORT,29212.25,29746.933407133558,28142.883185732884,2026-05-15 15:00:00+05:30,EXPIRED,0.17486983652859972
S1,NAS100,SHORT,28841.5,29199.899163954673,28124.701672090654,2026-05-19 15:00:00+05:30,EXPIRED,-0.8063634881596712
S1,NAS100,LONG,29054.75,28787.440196224114,29589.369607551773,2026-05-20 12:45:00+05:30,EXPIRED,1.3495576851436928
S1,NAS100,LONG,29080.25,28787.563378682353,29665.623242635294,2026-05-20 13:30:00+05:30,EXPIRED,1.1069860266977114
S1,NAS100,LONG,29634.5,29436.64065229253,30030.218695414937,2026-05-22 13:45:00+05:30,SL,-1.0
S1,NAS100,LONG,29847.0,29755.669923891186,30029.660152217628,2026-05-26 15:15:00+05:30,TP2,2.0
S1,NAS100,LONG,30166.25,30022.916270916467,30452.917458167067,2026-05-27 13:30:00+05:30,SL,-1.0
S1,NAS100,LONG,30556.0,30311.68981114535,31044.620377709303,2026-06-02 13:30:00+05:30,EXPIRED,0.7603039434041325
S1,NAS100,LONG,30548.5,30311.739173895734,31022.021652208532,2026-06-02 14:00:00+05:30,EXPIRED,0.9070334967720852
S1,NAS100,LONG,30577.25,30311.646546898064,31108.45690620387,2026-06-02 15:00:00+05:30,EXPIRED,0.6306393913324433
S1,NAS100,LONG,30766.5,30554.815429918293,31189.869140163413,2026-06-03 14:45:00+05:30,SL,-1.0
S1,NAS100,LONG,30759.0,30554.419296476128,31168.161407047744,2026-06-03 15:30:00+05:30,SL,-1.0
S1,NAS100,SHORT,30344.5,30553.335342341186,29926.829315317627,2026-06-04 14:15:00+05:30,SL,-1.0
S1,NAS100,SHORT,28776.25,29182.806826711003,27963.136346577994,2026-06-10 14:00:00+05:30,SL,-1.0
S2,NAS100,LONG,29576.0,29537.06990860432,29653.86018279136,2026-05-14 14:15:00+05:30,SL,-1.0
S2,NAS100,LONG,29565.75,29523.208923669274,29650.832152661453,2026-05-14 16:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29626.0,29574.892050908453,29728.215898183094,2026-05-14 19:00:00+05:30,SL,-1.0
S2,NAS100,LONG,29583.75,29523.220696956778,29704.808606086444,2026-05-14 19:30:00+05:30,TP2,2.0
S2,NAS100,SHORT,29393.75,29452.715127097967,29275.819745804067,2026-05-15 13:00:00+05:30,TP2,2.0
S2,NAS100,SHORT,29087.0,29147.127489402097,28966.745021195806,2026-05-18 12:30:00+05:30,SL,-1.0
S2,NAS100,SHORT,29080.25,29145.97089647426,28948.80820705148,2026-05-18 13:00:00+05:30,SL,-1.0
S2,NAS100,SHORT,29087.75,29190.61223578747,28882.02552842506,2026-05-18 20:00:00+05:30,TP2,2.0
S2,NAS100,SHORT,28736.75,28823.64790872691,28562.95418254618,2026-05-19 19:30:00+05:30,SL,-1.0
S2,NAS100,SHORT,28770.75,28865.39142028794,28581.467159424123,2026-05-19 20:45:00+05:30,SL,-1.0
S2,NAS100,SHORT,28814.5,28909.577879144534,28624.344241710933,2026-05-19 21:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29209.75,29142.72847342205,29343.793053155903,2026-05-20 19:45:00+05:30,TP2,2.0
S2,NAS100,LONG,29432.0,29377.998334726944,29540.00333054611,2026-05-21 13:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29404.25,29349.321153637447,29514.107692725105,2026-05-21 14:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29573.75,29540.11591829241,29641.01816341518,2026-05-22 12:45:00+05:30,SL,-1.0
S2,NAS100,LONG,29566.5,29524.517955027946,29650.464089944107,2026-05-22 17:30:00+05:30,TP2,2.0
S2,NAS100,LONG,29554.5,29513.13537959042,29637.229240819157,2026-05-22 18:00:00+05:30,TP2,2.0
S2,NAS100,LONG,30124.75,30097.62983021115,30178.9903395777,2026-05-27 12:45:00+05:30,TP2,2.0
S2,NAS100,LONG,30348.25,30323.421184488285,30397.90763102343,2026-05-29 12:15:00+05:30,SL,-1.0
S2,NAS100,LONG,30361.0,30332.713137157047,30417.573725685907,2026-05-29 14:30:00+05:30,SL,-1.0
S2,NAS100,LONG,30361.25,30334.144039758714,30415.461920482572,2026-05-29 16:30:00+05:30,SL,-1.0
S2,NAS100,LONG,30349.0,30317.99961929661,30411.00076140678,2026-05-29 17:15:00+05:30,SL,-1.0
S2,NAS100,LONG,30349.0,30317.383521884905,30412.23295623019,2026-05-29 18:15:00+05:30,TP2,2.0
S2,NAS100,LONG,30382.25,30350.048802033412,30446.652395933175,2026-05-29 18:45:00+05:30,TP2,2.0
S2,NAS100,LONG,30359.5,30299.240631639732,30480.018736720536,2026-05-29 20:15:00+05:30,SL,-1.0
S2,NAS100,LONG,30537.75,30476.107950251142,30661.034099497716,2026-06-01 21:00:00+05:30,SL,-1.0
S2,NAS100,LONG,30700.0,30651.449243245817,30797.101513508365,2026-06-02 21:30:00+05:30,SL,-1.0
S2,NAS100,LONG,30766.5,30734.327149591467,30830.845700817066,2026-06-03 14:45:00+05:30,SL,-1.0
S2,NAS100,LONG,30764.0,30730.428876496302,30831.142247007396,2026-06-03 15:45:00+05:30,SL,-1.0
S2,NAS100,LONG,30774.75,30742.032340255966,30840.185319488068,2026-06-03 16:30:00+05:30,SL,-1.0
S2,NAS100,SHORT,30405.0,30446.022711388756,30322.95457722249,2026-06-04 13:30:00+05:30,TP2,2.0
S2,NAS100,SHORT,30147.75,30188.464351234572,30066.321297530856,2026-06-05 17:15:00+05:30,TP2,2.0
S2,NAS100,LONG,29767.0,29716.196383121365,29868.60723375727,2026-06-09 19:00:00+05:30,SL,-1.0
S2,NAS100,SHORT,28695.25,28832.344217916885,28421.06156416623,2026-06-09 21:15:00+05:30,TP2,2.0
S2,NAS100,LONG,29548.5,29475.383299484693,29694.733401030615,2026-06-12 14:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29561.5,29489.40297259385,29705.694054812302,2026-06-12 16:00:00+05:30,SL,-1.0
S2,NAS100,LONG,29544.75,29441.62402718663,29751.00194562674,2026-06-12 19:30:00+05:30,SL,-1.0
S2,NAS100,LONG,29631.0,29505.65724771466,29881.685504570683,2026-06-12 20:15:00+05:30,SL,-1.0
S2,NAS100,LONG,29597.25,29456.638958517506,29878.47208296499,2026-06-12 21:30:00+05:30,EXPIRED,0.46049015295901347
S3,NAS100,LONG,29541.75,29479.127071324496,29698.30732168876,2026-05-14 19:15:00+05:30,TP2,2.5
S3,NAS100,SHORT,29285.75,29357.609968424167,29106.100078939584,2026-05-15 20:30:00+05:30,SL,-1.0
S3,NAS100,SHORT,29281.25,29357.965406569932,29089.46148357517,2026-05-15 21:15:00+05:30,SL,-1.0
S3,NAS100,SHORT,29287.25,29357.33930610065,29112.026734748375,2026-05-15 21:30:00+05:30,SL,-1.0
S3,NAS100,LONG,29991.75,29920.922632458107,30168.81841885473,2026-05-27 21:45:00+05:30,SL,-1.0
S3,NAS100,LONG,30537.75,30438.757385075343,30785.231537311643,2026-06-01 21:00:00+05:30,SL,-1.0
S3,NAS100,SHORT,30558.75,30743.951708243563,30095.745729391092,2026-06-03 19:15:00+05:30,EXPIRED,1.0907026825818744
S3,NAS100,SHORT,30602.25,30747.61207730961,30238.84480672597,2026-06-03 21:00:00+05:30,TP2,2.5
S3,NAS100,SHORT,30371.5,30503.477755315438,30041.555611711403,2026-06-04 13:45:00+05:30,SL,-1.0
S3,NAS100,SHORT,30260.75,30377.218869689514,29969.577825776214,2026-06-04 14:30:00+05:30,SL,-1.0
S3,NAS100,SHORT,29444.0,29686.853193835534,28836.867015411168,2026-06-09 19:45:00+05:30,TP2,2.4999999999999925
S3,NAS100,SHORT,29239.75,29394.599309990845,28852.62672502289,2026-06-09 20:15:00+05:30,TP2,2.5
S3,NAS100,SHORT,28902.75,29181.08813194238,28206.904670144053,2026-06-09 21:00:00+05:30,SL,-1.0
S3,NAS100,SHORT,28695.25,29184.628265375064,27471.804336562338,2026-06-09 21:15:00+05:30,SL,-1.0
S3,NAS100,SHORT,28748.75,29125.120505523097,27807.82373619226,2026-06-10 20:30:00+05:30,EXPIRED,-0.5393621365676927
S3,NAS100,SHORT,28648.25,28919.9977949791,27968.880512552252,2026-06-11 20:15:00+05:30,SL,-1.0
S3,NAS100,SHORT,28757.75,28921.95192526259,28347.245186843524,2026-06-11 20:45:00+05:30,SL,-1.0
S3,NAS100,SHORT,28858.0,28922.386736578457,28697.03315855386,2026-06-11 21:15:00+05:30,SL,-1.0
S3,NAS100,LONG,29430.5,29301.76840102996,29752.328997425102,2026-06-12 13:15:00+05:30,SL,-1.0
S3,NAS100,LONG,29465.0,29365.404586670677,29713.98853332331,2026-06-12 13:30:00+05:30,SL,-1.0
S3,NAS100,LONG,29639.75,29526.09647083609,29923.88382290977,2026-06-12 15:00:00+05:30,SL,-1.0
S3,NAS100,LONG,29513.5,29375.766693287704,29857.83326678074,2026-06-12 19:45:00+05:30,SL,-1.0
S3,NAS100,LONG,29411.5,29373.731572338584,29505.92106915354,2026-06-12 20:00:00+05:30,SL,-1.0
S3,NAS100,LONG,29439.75,29367.65643275181,29619.983918120473,2026-06-12 21:15:00+05:30,TP2,2.4999999999999747
S3,NAS100,LONG,29597.25,29365.316687555252,30177.083281111867,2026-06-12 21:30:00+05:30,EXPIRED,0.2791750754451243
S4,NAS100,LONG,29355.5,29283.327592988702,29572.017221033893,2026-05-13 13:00:00+05:30,SL,-1.0
S4,NAS100,LONG,29620.5,29574.546056227944,29758.361831316168,2026-05-14 13:00:00+05:30,SL,-1.0
S4,NAS100,SHORT,29393.75,29481.043025419593,29131.870923741222,2026-05-15 13:00:00+05:30,TP2,3.0
S4,NAS100,SHORT,29341.75,29480.99806783628,28924.005796491158,2026-05-15 13:30:00+05:30,SL,-1.0
S4,NAS100,SHORT,28989.75,29095.769624002496,28671.69112799251,2026-05-19 13:45:00+05:30,TP2,3.0
S4,NAS100,SHORT,28972.5,29094.86589429063,28605.40231712811,2026-05-19 14:30:00+05:30,SL,-1.0
S4,NAS100,LONG,29080.25,29013.813378682353,29279.55986395294,2026-05-20 13:30:00+05:30,SL,-1.0
S4,NAS100,LONG,29321.25,29190.24194901811,29714.274152945673,2026-05-21 13:15:00+05:30,SL,-1.0
S4,NAS100,LONG,29583.75,29521.86667366471,29769.39997900587,2026-05-22 13:15:00+05:30,SL,-1.0
S4,NAS100,LONG,29839.5,29752.526065577942,30100.421803266174,2026-05-26 14:45:00+05:30,TP2,3.0
S4,NAS100,LONG,30140.25,30070.82136867927,30348.53589396219,2026-05-27 13:15:00+05:30,TP2,3.0
S4,NAS100,LONG,29966.0,29900.55118247829,30162.346452565125,2026-05-28 13:30:00+05:30,SL,-1.0
S4,NAS100,LONG,29972.25,29900.631631830773,30187.105104507682,2026-05-28 14:00:00+05:30,SL,-1.0
S4,NAS100,LONG,29975.75,29901.285935133692,30199.142194598924,2026-05-28 15:15:00+05:30,SL,-1.0
S4,NAS100,LONG,30361.0,30288.092627431408,30579.722117705776,2026-05-29 14:30:00+05:30,SL,-1.0
S4,NAS100,LONG,30556.0,30503.68981114535,30712.930566563955,2026-06-02 13:30:00+05:30,SL,-1.0
S4,NAS100,LONG,30548.5,30503.739173895734,30682.782478312798,2026-06-02 14:00:00+05:30,SL,-1.0
S4,NAS100,LONG,30577.25,30503.646546898064,30798.060359305808,2026-06-02 15:00:00+05:30,SL,-1.0
S4,NAS100,LONG,30766.5,30680.565429918293,31024.30371024512,2026-06-03 14:45:00+05:30,SL,-1.0
S4,NAS100,LONG,30759.0,30680.169296476128,30995.492110571617,2026-06-03 15:30:00+05:30,SL,-1.0
S4,NAS100,SHORT,30405.0,30552.704542277752,29961.886373166744,2026-06-04 13:30:00+05:30,SL,-1.0
S4,NAS100,SHORT,29593.0,29698.757237428523,29275.72828771443,2026-06-09 13:15:00+05:30,SL,-1.0
S4,NAS100,SHORT,28876.25,29014.220935120455,28462.337194638636,2026-06-10 13:30:00+05:30,SL,-1.0
S4,NAS100,LONG,29379.0,29246.947826380485,29775.156520858545,2026-06-12 13:00:00+05:30,SL,-1.0
S5,NAS100,LONG,29565.75,29532.94404018932,29631.361919621362,2026-05-14 16:30:00+05:30,SL,-1.0
